2,51460.05357616989,18,0.029,0.033,3.472,0.848,0.0,20,15,40.3,46.4,37.0,423.2,2005.0,3.329,0,90.5,91.8,89.4,504.6,411.6,86.0,202.0,975.0,60.0,293.0,3.355,10.737,679.8,4490,12.676,12.55,91.0,94.8,18.765,101.5
1,39081.839879274,16,0.022,0.026,2.202,0.782,0.0,19,13,38.1,44.4,34.9,426.4,1221.0,2.083,0,91.0,92.5,89.8,488.6,404.3,85.8,152.0,606.3,77.0,277.0,2.237,10.066,370.0,4469,19.884,12.53,85.1,88.9,19.573,101.3
1,28835.14674907506,23,0.017,0.02,1.534,0.826,0.0,32,14,39.6,55.8,36.1,427.8,830.0,1.469,0,89.4,91.6,80.8,469.9,396.3,85.8,109.1,416.8,69.0,300.0,1.566,9.171,234.1,4399,19.884,12.23,83.5,78.1,19.014,101.3
1,15536.172053737031,18,0.011,0.013,0.8280001,0.857,0.0,22,14,40.5,47.1,36.5,429.4,508.0,1.144,0,88.3,91.0,82.9,449.4,390.1,85.8,41.14,286.0,55.0,279.0,0.895,4.25,185.5,4340,19.635,12.07,77.5,70.3,19.2,101.3
1,7594.273587489821,21,0.007,0.008,0.203,0.879,0.0,25,16,41.2,44.2,37.6,434.5,94.3,0.225,0,84.4,89.2,80.8,430.1,377.2,85.8,2.118,36.52,41.0,311.0,0.895,4.25,-18.47,4334,19.884,12.02,69.1,66.7,19.76,101.3
1,0.0,23,0.0,0.0,0.0,0.87,0.0,27,20,41.0,43.2,37.6,437.4,-1.953,0.003,0,80.6,83.7,78.1,415.8,367.5,85.9,0.43,0.001,74.0,279.0,1.79,8.053,-48.75,4296,19.884,11.87,64.2,63.7,19.325,101.4
1,0.0,41,0.004,0.006,0.09,0.839,0.0,42,40,39.9,40.3,39.7,452.7,31.28,0.04,0,63.9,65.3,63.1,387.8,332.9,86.0,2.565,9.55,63.0,117.0,4.25,15.211,-47.99,4210,19.884,11.69,56.5,56.5,19.822,101.5
1,3779.037402311848,43,0.003,0.005,0.6390001,0.857,0.0,46,39,40.5,43.3,39.7,451.5,96.4,0.125,0,64.9,66.6,63.5,391.2,335.0,86.0,6.247,36.55,60.0,67.0,4.25,18.567,-25.89,4220,19.884,11.75,57.7,57.6,19.822,101.5
1,12599.91697263252,38,0.004,0.006,1.332,0.902,0.0,40,35,41.9,43.3,40.8,444.8,615.0,1.087,0,68.9,72.0,66.2,407.9,350.4,86.0,55.3,320.2,50.0,134.0,3.579,11.632,207.4,4267,19.884,11.8,61.2,65.1,19.76,101.6
1,24810.230627964884,40,0.009,0.012,2.014,1.104,0.0,46,33,46.9,52.7,42.6,449.4,1103.0,1.895,0,73.0,74.8,71.6,444.9,367.7,86.0,132.3,549.4,55.0,62.0,3.132,13.869,339.9,4460,17.088,12.28,75.9,76.1,18.765,101.5
1,35665.10751362769,45,0.015,0.018,2.603,1.33,0.0,50,40,52.2,56.5,50.4,457.0,1355.0,2.293,0,74.7,77.7,72.5,465.9,386.1,86.0,150.4,663.0,65.0,17.0,2.237,6.487,432.8,4516,15.534,12.7,84.9,81.1,17.771,101.5
1,25757.42445697543,44,0.018,0.02,3.057,1.283,0.0,49,38,51.3,56.1,48.7,443.6,566.1,1.001,0,75.7,77.7,72.7,445.3,403.6,86.0,58.5,266.6,59.0,346.0,1.79,6.711,166.4,4509,17.274,12.62,75.9,75.6,17.585,101.5
3,16027.70602610308,32,0.009,0.011,3.371,1.179,0.0,41,23,48.9,52.0,43.7,429.3,1988.0,3.315,0,81.9,87.1,76.1,488.1,401.9,86.0,205.3,967.0,58.0,49.0,2.908,9.619,675.9,4484,19.884,12.57,91.0,88.7,17.709,101.5
2,76555.87689401094,27,0.027,0.031,3.512,1.162,0.0,31,23,48.6,53.8,45.3,424.8,1884.0,3.13,0,86.2,88.9,84.0,499.9,415.0,85.9,186.6,908.0,62.0,7.0,2.684,7.829,636.1,4476,19.884,12.57,92.7,92.5,18.455,101.4
2,53911.54089877893,24,0.026,0.03,3.443,1.087,0.0,30,18,46.8,52.9,41.9,424.7,1993.0,3.3,0,88.7,92.1,85.8,506.9,413.3,85.8,200.8,966.0,73.0,31.0,2.684,9.171,671.8,4459,19.884,12.48,94.8,93.7,17.895,101.3
2,44685.83047411871,21,0.026,0.029,2.762,1.002,0.0,25,17,44.6,51.8,40.8,426.6,1552.0,2.598,0,90.5,91.9,89.2,505.1,415.7,85.7,175.4,759.6,76.0,304.0,2.013,7.382,494.8,4456,16.963,12.44,90.0,95.9,18.703,101.2
1,39942.525173368325,20,0.021,0.024,2.183,0.957,0.0,25,16,43.3,51.8,39.4,426.3,1213.0,2.072,0,90.7,92.7,89.4,497.9,410.3,85.6,149.6,600.2,69.0,248.0,1.566,6.711,363.0,4457,19.884,12.45,88.9,91.8,19.014,101.1
1,27518.0954062305,22,0.017,0.019,1.516,0.932,0.0,29,14,42.6,53.8,36.3,427.4,822.0,1.46,0,89.6,92.3,78.8,473.8,401.5,85.6,107.5,413.8,61.0,283.0,1.79,9.619,234.0,4382,19.884,12.24,85.3,79.3,19.138,101.1
1,16642.395622606175,23,0.011,0.013,0.8200001,0.98,0.0,30,16,43.9,53.4,40.5,427.8,494.5,1.113,0,88.5,91.8,77.7,450.2,395.0,85.6,39.29,275.1,65.0,277.0,0.895,4.474,180.6,4344,19.884,12.08,78.1,70.5,19.263,101.1
1,7440.255390729632,22,0.007,0.008,0.198,0.941,0.0,26,18,43.0,46.4,39.4,433.2,89.2,0.21,0,84.9,89.6,81.5,433.8,383.0,85.6,0.435,33.25,41.0,334.0,0.895,5.816,-17.92,4308,19.884,11.99,70.5,67.8,19.822,101.1
1,0.0,26,0.0,0.0,0.0,0.915,0.0,30,21,42.3,46.8,39.2,437.6,-2.367,0.002,0,81.5,83.7,79.5,422.0,369.9,85.7,0.074,0.0,45.0,50.0,3.355,11.185,-52.17,4288,19.822,11.94,66.4,65.8,19.325,101.2
1,0.0,40,0.002,0.004,0.087,0.906,0.0,48,31,41.9,46.2,39.9,457.8,37.41,0.089,0,68.7,72.5,65.3,403.8,377.7,85.9,6.063,20.93,55.0,81.0,3.579,14.316,-11.27,4216,19.884,11.75,61.9,61.7,19.76,101.4
1,7023.601947503265,43,0.003,0.005,0.6300001,0.921,0.0,51,35,42.4,46.9,41.4,453.7,144.5,0.276,0,68.9,71.1,64.8,406.5,380.9,85.9,17.8,71.29,62.0,105.0,3.355,16.33,27.9,4236,18.828,11.81,63.1,62.6,19.635,101.4
1,7965.586218867964,46,0.005,0.006,1.321,1.073,0.0,54,37,46.4,49.5,42.6,469.3,106.6,0.202,0,67.6,71.4,64.9,407.6,387.5,86.0,11.45,48.87,55.0,59.0,2.908,14.093,17.39,4228,19.884,11.74,63.7,63.1,19.138,101.5
1,7452.334815004298,38,0.004,0.005,1.992,1.036,0.0,44,31,45.5,49.8,43.0,444.0,291.6,0.515,0,73.2,79.3,70.0,422.8,398.6,86.0,32.8,139.9,63.0,78.0,2.237,10.514,82.9,4264,19.884,11.79,68.5,68.5,19.573,101.5
1,13528.074393697643,28,0.006,0.007,2.601,0.945,0.0,31,25,43.2,45.0,41.7,422.5,593.6,1.022,0,81.0,82.0,77.9,440.6,410.1,86.0,63.55,281.3,71.0,166.0,3.355,12.303,187.2,4362,19.884,12.12,73.9,73.2,19.387,101.5
1,15028.12027881646,32,0.011,0.015,3.094,1.02,0.0,37,26,45.0,49.5,42.8,422.0,407.4,0.72,0,79.7,81.5,76.1,439.0,412.8,86.0,41.0,186.2,64.0,263.0,2.684,11.408,119.0,4351,19.014,12.14,73.0,72.9,19.511,101.6
1,12912.907869569051,34,0.009,0.011,3.401,1.08,0.0,41,26,46.6,51.4,42.8,422.5,487.0,0.844,0,78.8,81.0,75.6,440.3,417.6,86.0,50.29,225.9,77.0,329.0,2.461,12.303,152.8,4380,19.822,12.12,73.8,73.6,19.511,101.6
1,26526.01588459572,32,0.009,0.011,3.517,1.111,0.0,37,28,47.3,52.2,44.6,419.2,684.5,1.2,0,80.4,81.7,79.3,449.1,423.8,86.0,72.52,324.9,70.0,45.0,3.579,15.659,227.1,4479,19.884,12.46,76.6,75.6,19.511,101.5
1,25050.0708381655,32,0.013,0.016,3.443,1.224,0.0,39,26,49.8,53.8,46.0,415.9,1350.0,2.289,0,82.6,85.6,79.7,479.2,424.2,85.9,140.7,643.6,77.0,357.0,1.79,8.277,447.9,4480,19.884,12.51,86.7,86.4,18.828,101.5
2,24142.25849922435,28,0.019,0.022,3.166,1.182,0.0,31,24,48.9,53.6,46.0,418.2,1710.0,2.816,0,85.3,87.3,82.9,493.7,417.0,85.9,176.1,819.0,85.0,136.0,2.461,10.737,565.7,4464,19.822,12.55,89.8,91.2,18.89,101.4
1,40787.44716860096,29,0.022,0.024,2.157,1.258,0.0,32,25,50.7,54.0,47.1,419.0,1009.0,1.711,0,86.2,88.2,82.8,479.9,414.1,85.7,119.1,489.7,68.0,270.0,2.013,6.711,304.8,4437,19.884,12.08,83.7,86.4,18.703,101.2
1,32721.10684180264,33,0.013,0.016,1.491,1.381,0.0,37,28,53.2,56.3,49.6,417.3,885.0,1.559,0,84.9,87.1,80.4,463.7,413.3,85.7,108.8,439.1,68.0,302.0,2.908,10.961,279.9,4451,19.884,12.28,80.4,78.3,18.828,101.2
1,17098.55847240008,35,0.013,0.015,0.7970001,1.35,0.0,39,32,52.5,56.1,47.8,418.9,352.3,0.699,0,81.5,83.5,79.2,439.5,405.7,85.8,38.45,181.1,66.0,304.0,3.132,13.198,108.9,4355,19.884,12.12,72.5,71.2,18.952,101.3
1,9026.257738150887,30,0.006,0.007,0.191,1.073,0.0,33,28,46.4,50.2,43.2,427.1,111.5,0.265,0,79.5,81.1,76.3,427.6,381.0,85.8,11.88,56.23,70.0,315.0,2.013,9.843,-2.244,4320,19.884,12.01,68.5,67.8,19.635,101.3
1,0.0,33,0.001,0.002,0.0,1.009,0.0,35,31,44.8,45.5,44.1,434.4,-2.33,0.002,0,76.3,77.9,74.7,410.3,368.4,85.8,0.47,0.0,70.0,171.0,1.118,4.25,-42.46,4293,19.884,11.93,63.0,62.2,19.822,101.4
1,0.0,48,0.002,0.004,0.083,0.989,0.0,49,46,44.2,44.6,44.1,449.6,31.14,0.042,0,64.6,66.0,64.0,392.9,339.6,86.0,2.757,10.44,55.0,56.0,6.04,21.251,-45.56,4203,19.884,11.74,58.5,58.3,19.822,101.6
1,3874.231508408368,49,0.004,0.006,0.619,1.011,0.0,51,47,44.8,46.4,44.2,448.4,98.1,0.128,0,64.9,66.6,64.2,394.1,339.4,86.1,6.154,38.26,48.0,65.0,5.816,23.935,-22.59,4211,19.884,11.73,59.0,58.6,19.884,101.6
1,12532.434561043574,47,0.004,0.006,1.307,1.084,0.0,52,42,46.6,50.9,45.1,445.4,603.0,1.059,0,68.0,71.2,65.8,409.4,351.8,86.1,51.93,311.5,50.0,56.0,3.579,14.316,202.0,4274,19.884,11.71,62.1,65.7,19.822,101.6
1,25501.54598667904,45,0.009,0.011,1.984,1.247,0.0,49,41,50.4,53.4,47.1,443.8,1121.0,1.916,0,72.1,74.3,70.0,447.6,369.8,86.1,133.2,554.8,61.0,34.0,2.237,9.171,343.8,4453,19.884,12.32,76.5,78.1,19.573,101.6
2,37021.18785341789,44,0.015,0.017,2.577,1.338,0.0,48,40,52.3,55.4,50.5,445.9,1489.0,2.484,0,74.8,77.4,72.5,470.7,382.4,86.0,164.0,724.0,62.0,345.0,1.79,6.263,471.7,4513,19.884,12.56,86.2,83.7,18.703,101.6
3,41722.47043997888,39,0.019,0.021,3.047,1.355,0.0,44,34,52.7,54.9,51.4,439.0,1781.0,2.942,0,79.2,82.4,76.3,487.4,394.9,86.0,185.0,860.0,61.0,14.0,2.013,6.263,582.5,4484,19.884,12.48,92.5,87.1,19.014,101.6
2,78832.40740655214,35,0.025,0.028,3.485,1.398,0.0,41,28,53.6,60.4,50.4,421.0,1467.0,2.461,0,85.5,87.8,84.0,491.9,429.6,85.9,147.8,702.4,58.0,292.0,2.461,9.619,492.3,4486,19.884,12.58,89.2,90.7,18.765,101.5
2,51489.70024612491,27,0.022,0.024,3.408,1.276,0.0,31,23,51.1,55.2,47.1,421.1,1747.0,2.892,0,87.6,89.4,85.3,500.8,416.8,85.9,175.8,844.0,63.0,296.0,2.684,9.171,584.1,4472,19.884,12.53,90.9,94.1,18.952,101.4
1,45623.81374326431,19,0.026,0.03,2.736,0.97,0.0,24,15,43.7,48.9,37.6,423.9,1556.0,2.603,0,90.7,91.9,89.6,497.8,412.0,85.8,177.6,764.5,58.0,297.0,2.908,12.974,501.1,4471,19.884,12.54,86.7,94.1,18.828,101.3
1,37624.62372788532,19,0.022,0.026,2.177,0.945,0.0,21,16,43.0,47.1,40.3,425.3,1189.0,2.018,0,90.9,92.3,89.6,490.3,409.7,85.7,146.1,585.9,63.0,299.0,2.237,9.619,359.2,4471,17.585,12.57,85.6,89.6,19.014,101.2
1,27206.84825219384,21,0.017,0.02,1.509,0.973,0.0,25,16,43.9,50.4,39.9,427.0,810.0,1.425,0,88.9,91.2,79.5,465.2,402.6,85.7,103.7,404.8,68.0,300.0,1.79,7.829,238.6,4395,14.54,12.25,81.5,77.4,18.206,101.2
1,18230.22288220318,21,0.011,0.013,0.808,0.984,0.0,23,18,44.1,48.2,41.4,428.4,483.2,1.069,0,88.2,90.0,83.8,450.7,396.9,85.7,40.0,261.1,60.0,289.0,1.118,8.277,167.3,4356,16.653,12.16,77.4,71.8,19.449,101.1
1,4313.795288504703,26,0.007,0.008,0.19,1.006,0.0,32,20,44.8,47.8,42.6,436.3,47.35,0.078,0,83.1,87.8,79.9,431.4,386.4,85.7,-1.185,12.4,56.0,296.0,0.895,8.724,-31.45,4319,19.635,12.02,69.3,68.0,19.697,101.1
1,0.0,36,-0.001,-0.001,0.0,1.176,0.0,41,32,48.9,50.0,47.7,433.7,-2.389,0.002,0,77.0,80.8,74.7,417.8,368.0,85.7,-0.164,0.0,56.0,40.0,2.237,9.619,-49.65,4323,18.828,12.0,65.3,64.6,19.2,101.2
1,0.0,44,0.002,0.003,0.08000001,0.95,0.0,46,43,43.2,44.6,42.8,452.1,24.98,0.032,0,65.5,67.1,64.4,392.4,338.1,85.9,2.433,7.633,63.0,44.0,4.25,16.106,-49.11,4224,19.884,11.81,58.1,57.9,19.822,101.4
1,3141.0491160859224,45,0.003,0.005,0.613,0.961,0.0,46,44,43.5,44.2,43.2,451.0,94.0,0.119,0,65.7,67.3,64.4,394.9,338.5,85.9,5.595,36.02,33.0,38.0,5.369,16.106,-26.06,4229,19.884,11.82,59.2,58.8,19.822,101.4
1,12397.78896687927,46,0.004,0.007,1.304,1.101,0.0,53,40,46.9,51.4,44.1,457.0,594.7,1.056,0,68.7,70.5,66.6,411.8,351.1,85.9,50.27,306.5,57.0,43.0,2.684,12.303,195.5,4279,12.49,11.83,61.9,67.3,18.393,101.5
1,23749.211888134865,48,0.009,0.011,1.977,1.281,0.0,54,42,51.1,53.6,49.3,454.0,1107.0,1.915,0,70.5,73.4,68.0,444.8,364.2,85.9,133.1,552.9,72.0,348.0,2.013,7.606,339.2,4472,19.014,12.26,75.0,78.1,17.833,101.4
2,36614.96215612728,44,0.015,0.016,2.568,1.249,0.0,50,38,50.5,54.5,47.7,444.0,1476.0,2.49,0,73.9,77.7,71.8,467.2,377.3,85.9,166.6,726.7,55.0,13.0,2.013,5.592,470.3,4531,18.082,12.71,85.6,82.0,18.703,101.4
2,45182.67430319283,36,0.019,0.022,3.052,1.249,0.0,42,31,50.5,54.0,46.6,436.7,1747.0,2.924,0,77.7,81.9,74.8,482.5,389.0,85.9,185.8,855.0,62.0,1.0,2.237,8.053,575.8,4509,15.037,12.61,90.5,86.0,17.585,101.4
1,38536.734347909136,19,0.023,0.028,2.178,0.876,0.0,21,16,41.2,45.0,37.9,424.3,1206.0,2.074,0,88.7,89.8,86.7,482.9,398.2,85.5,152.7,604.4,61.0,302.0,2.908,10.961,367.0,4474,19.449,12.51,83.3,87.4,19.138,101.0
1,29950.046690055617,25,0.017,0.021,1.509,0.956,0.0,33,17,43.3,54.3,39.6,425.0,809.0,1.44,0,86.2,88.7,77.5,458.1,392.4,85.5,106.9,408.4,60.0,299.0,2.684,9.395,235.7,4405,19.884,12.28,79.2,75.6,18.33,101.0
1,16432.057620137766,24,0.011,0.014,0.804,1.017,0.0,28,20,45.0,48.9,42.4,427.7,481.9,1.072,0,85.8,87.4,78.3,443.9,384.9,85.5,39.85,262.8,58.0,287.0,1.566,6.935,164.0,4347,19.884,12.11,75.2,69.8,19.076,100.9
1,5728.544355850174,24,0.007,0.009,0.186,0.989,0.0,29,18,44.2,48.9,38.7,435.1,77.48,0.183,0,82.4,86.7,79.0,427.5,373.8,85.5,2.542,30.0,51.0,246.0,0.895,4.921,-26.26,4324,19.884,11.99,68.2,66.4,19.822,100.9
1,0.0,34,0.0,0.0,0.0,1.089,0.0,43,25,46.6,50.9,40.8,438.7,-2.575,0.002,0,77.9,81.9,74.7,412.8,359.9,85.5,0.433,0.0,48.0,344.0,1.79,8.724,-53.4,4310,19.884,11.84,63.5,62.6,19.138,101.0
1,0.0,46,0.002,0.004,0.07700001,0.866,0.0,47,45,40.8,41.2,40.5,450.8,29.18,0.039,0,62.2,63.3,61.3,384.5,329.0,85.7,2.656,9.04,51.0,69.0,4.25,14.54,-49.06,4216,19.884,11.74,55.6,55.2,19.76,101.1
1,3620.796619794235,45,0.003,0.004,0.609,0.885,0.0,47,44,41.4,42.1,40.8,447.6,94.8,0.121,0,63.1,65.1,61.5,387.3,329.4,85.7,6.249,36.84,40.0,45.0,4.474,14.764,-27.25,4220,19.884,11.8,56.7,56.3,19.697,101.1
1,11988.26879505514,46,0.004,0.006,1.301,0.948,0.0,52,39,43.2,51.1,41.7,442.8,599.4,1.07,0,66.9,69.3,64.4,404.3,342.6,85.7,51.38,312.3,49.0,47.0,3.579,12.303,199.3,4274,18.455,11.85,60.4,63.9,19.573,101.1
1,23509.82018954624,53,0.009,0.011,1.984,1.292,0.0,56,50,51.4,54.1,49.6,458.9,1102.0,1.917,0,68.5,71.4,67.1,440.3,356.3,85.6,133.9,553.9,61.0,35.0,2.237,7.829,336.0,4478,13.794,12.32,74.3,76.3,16.404,101.1
2,35242.840907029626,48,0.014,0.016,2.562,1.303,0.0,56,41,51.6,55.9,49.6,440.1,1468.0,2.491,0,71.6,75.2,68.7,459.8,366.9,85.6,168.7,730.5,71.0,15.0,2.237,7.382,468.8,4531,15.907,12.7,83.8,79.5,18.144,101.1
2,42838.57997588034,42,0.019,0.021,3.041,1.294,0.0,47,37,51.4,54.7,50.0,434.0,1755.0,2.943,0,75.9,79.0,72.9,475.0,380.2,85.6,189.4,865.0,53.0,38.0,2.908,7.606,581.2,4514,19.884,12.65,88.9,83.3,17.958,101.1
1,37986.06512970946,19,0.022,0.025,2.17,0.879,0.0,22,16,41.2,45.7,36.9,422.3,1059.0,1.827,0,88.0,90.0,86.5,482.5,401.6,85.3,129.6,526.4,57.0,302.0,2.684,8.724,315.9,4475,19.884,12.51,83.7,87.3,19.138,100.7
1,28271.358565437746,23,0.015,0.018,1.504,0.936,0.0,31,16,42.6,50.4,36.7,421.3,771.0,1.388,0,86.2,88.9,74.5,465.6,400.3,85.2,96.8,387.3,60.0,273.0,1.79,6.487,225.2,4480,19.884,12.32,82.2,78.4,18.765,100.6
1,10129.120748898127,27,0.01,0.012,0.799,0.947,0.0,37,17,43.0,52.9,38.1,422.5,311.9,0.655,0,84.4,87.4,74.8,442.9,394.7,85.2,27.25,163.8,57.0,287.0,1.118,4.921,88.3,4364,19.884,12.1,75.2,70.7,19.138,100.6
1,8407.44494703621,26,0.003,0.004,0.181,1.026,0.0,33,19,45.1,47.8,39.9,424.6,66.4,0.168,0,81.5,86.4,77.5,429.7,384.2,85.3,5.949,36.82,85.0,302.0,2.684,15.435,-14.59,4319,17.771,12.0,69.4,67.8,17.461,100.7
1,0.0,36,0.001,0.002,0.0,1.095,0.0,39,33,46.9,47.7,46.0,421.6,-3.027,0.001,0,75.4,78.4,73.2,417.5,369.5,85.4,-0.085,0.0,81.0,36.0,2.684,12.079,-47.88,4307,18.268,11.96,65.5,64.8,17.585,100.8
1,0.0,50,0.002,0.004,0.07300001,0.919,0.0,50,49,42.4,42.8,41.9,446.8,31.47,0.057,0,61.5,62.2,60.8,384.0,330.7,85.7,4.413,13.36,50.0,61.0,4.026,12.303,-44.34,4215,19.884,11.79,55.4,55.2,19.697,101.2
1,11927.38353818094,45,0.003,0.004,1.292,0.925,0.0,48,42,42.4,44.6,41.9,440.2,596.1,1.068,0,64.8,68.0,62.4,399.8,339.5,85.8,52.02,311.6,27.0,40.0,5.145,14.764,199.4,4274,19.884,11.87,59.5,62.1,19.697,101.3
2,37282.18217171567,48,0.013,0.015,2.566,1.228,0.0,53,42,50.0,53.4,48.0,438.8,1218.0,2.095,0,70.5,73.4,67.6,452.5,370.2,85.8,139.0,604.2,65.0,23.0,2.013,7.382,382.9,4532,15.534,12.66,80.8,77.7,17.585,101.3
1,46101.79765300419,42,0.016,0.018,3.044,1.219,0.0,49,34,49.8,53.4,46.4,429.2,1752.0,2.94,0,73.4,76.6,70.7,474.2,376.8,85.8,187.5,859.0,71.0,276.0,1.79,4.921,574.2,4513,19.884,12.64,87.6,85.1,18.206,101.3
1,26270.98349397105,49,0.012,0.013,3.415,1.69,0.0,51,47,58.8,60.6,57.4,426.4,1063.0,1.799,0,78.4,80.1,77.0,464.5,424.6,86.3,105.5,497.8,70.0,297.0,2.684,8.5,352.3,4494,19.884,12.59,81.7,82.6,18.268,101.9
1,23495.59988060657,49,0.015,0.018,3.32,1.635,0.0,53,44,57.9,61.0,55.4,427.8,569.0,0.991,0,78.4,79.5,77.5,459.4,423.5,86.2,55.2,260.6,46.0,285.0,1.566,4.698,169.5,4498,19.635,12.61,79.5,81.1,19.2,101.8
1,21216.58587087857,44,0.009,0.011,3.061,1.653,0.0,51,37,58.1,61.0,54.3,426.8,1252.0,2.1,0,79.7,83.3,78.3,476.8,426.9,86.2,128.4,596.4,68.0,254.0,2.237,7.382,418.1,4493,17.958,12.64,85.1,86.9,18.082,101.7
